age,gender,place_type,hobby,climate,health_issues,selected_place
12,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
17,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
28,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
59,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
42,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
60,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
21,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
46,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
58,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
12,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
25,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
46,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
59,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
79,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
78,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
12,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
48,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
26,male,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
73,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
18,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
71,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
55,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
39,other,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
10,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
16,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
35,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
47,male,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
77,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
27,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
43,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
16,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
61,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
51,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
62,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
52,male,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
16,other,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
72,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
23,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
38,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
67,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
21,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
47,other,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
60,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
64,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
37,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
77,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
9,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
41,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
54,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
34,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
17,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
23,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
16,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
19,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
64,female,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
58,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
31,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
35,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
47,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
59,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
18,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
29,other,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
43,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
14,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
52,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
63,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
12,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
65,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
50,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
36,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
62,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
23,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
64,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
22,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
65,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
78,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
46,other,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
54,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
26,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
32,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
52,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
62,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
5,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
38,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
59,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
54,other,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
30,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
72,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
31,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
61,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
35,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
73,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
64,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
29,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
61,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
33,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
73,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
5,other,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
79,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
68,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
24,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
9,other,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
17,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
31,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
33,other,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
29,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
46,male,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
64,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
29,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
47,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
20,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
73,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
20,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
70,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
29,other,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
46,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
47,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
8,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
48,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
21,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
14,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
30,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
72,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
61,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
11,female,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
58,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
29,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
55,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
19,other,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
48,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
13,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
43,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
79,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
52,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
49,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
33,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
23,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
70,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
77,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
67,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
20,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
59,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
44,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
39,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
53,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
71,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
20,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
41,female,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
22,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
45,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
17,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
34,other,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
66,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
70,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
65,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
24,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
53,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
35,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
77,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
8,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
52,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
29,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
12,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
41,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
61,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
33,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
33,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
39,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
54,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
67,male,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
78,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
68,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
59,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
58,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
15,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
62,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
14,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
33,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
68,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
26,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
11,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
47,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
54,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
54,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
36,other,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
22,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
72,female,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
23,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
47,male,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
19,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
46,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
37,male,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
34,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
31,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
40,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
55,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
23,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
41,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
78,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
43,other,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
67,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
15,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
75,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
63,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
70,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
40,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
57,other,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
51,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
56,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
75,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
54,female,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
21,other,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
29,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
75,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
18,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
25,male,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
77,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
18,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
79,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
38,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
64,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
48,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
5,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
41,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
35,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
45,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
65,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
29,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
30,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
14,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
62,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
29,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
49,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
68,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
12,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
66,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
16,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
39,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
24,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
58,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
48,female,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
34,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
20,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
63,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
48,male,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
16,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
26,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
18,other,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
33,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
69,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
66,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
50,other,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
47,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
11,other,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
10,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
9,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
75,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
27,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
55,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
63,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
29,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
30,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
33,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
9,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
73,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
54,male,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
58,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
61,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
63,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
46,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
39,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
52,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
36,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
75,other,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
49,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
57,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
11,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
65,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
51,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
62,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
68,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
21,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
49,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
15,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
78,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
72,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
20,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
32,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
45,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
34,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
19,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
77,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
65,other,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
45,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
72,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
8,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
62,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
40,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
43,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
65,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
54,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
73,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
31,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
73,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
49,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
73,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
24,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
23,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
76,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
73,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
32,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
70,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
44,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
75,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
58,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
51,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
54,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
36,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
74,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
25,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
65,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
39,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
79,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
42,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
57,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
72,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
17,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
15,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
35,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
10,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
23,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
55,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
62,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
21,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
43,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
70,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
21,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
27,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
57,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
60,female,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
65,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
51,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
77,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
16,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
10,other,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
10,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
56,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
79,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
43,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
27,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
70,other,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
21,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
31,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
66,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
79,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
64,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
